"computer_id","activity_type","affected_user_id","timestamp"
"C19","LOGIN_FAILURE","U17",2024-12-01 11:38:09.000
"C49","LOGIN_FAILURE","U73",2024-12-01 12:38:57.000
"C46","FILE_DOWNLOAD","U99",2024-12-01 02:21:51.000
"C19","FILE_DOWNLOAD","U52",2024-12-01 20:01:29.000
"C22","FILE_DOWNLOAD","U93",2024-12-01 19:44:23.000
"C24","FILE_DOWNLOAD","U82",2024-12-01 10:34:18.000
"C45","LOGIN_FAILURE","U12",2024-12-01 10:55:15.000
"C12","UNAUTHORIZED_ACCESS","U83",2024-12-01 05:44:04.000
"C30","FILE_DOWNLOAD","U48",2024-12-01 23:13:04.000
"C38","LOGIN_FAILURE","U22",2024-12-01 06:20:18.000
"C31","MALWARE_ALERT","U49",2024-12-01 13:09:41.000
"C36","FILE_DOWNLOAD","U52",2024-12-01 18:31:23.000
"C19","LOGIN_FAILURE","U79",2024-12-01 08:09:51.000
"C48","FILE_DOWNLOAD","U1",2024-12-01 04:25:07.000
"C45","LOGIN_FAILURE","U66",2024-12-01 07:19:02.000
"C36","FILE_DOWNLOAD","U64",2024-12-01 05:03:22.000
"C30","DATA_EXFILTRATION","U8",2024-12-01 08:37:09.000
"C49","LOGIN_FAILURE","U86",2024-12-01 17:59:12.000
"C33","LOGIN_FAILURE","U25",2024-12-01 00:57:25.000
"C18","DATA_EXFILTRATION","U66",2024-12-01 13:08:23.000
"C49","UNAUTHORIZED_ACCESS","U73",2024-12-01 20:10:16.000
"C28","FILE_DOWNLOAD","U73",2024-12-01 20:50:09.000
"C47","FILE_DOWNLOAD","U77",2024-12-01 13:25:53.000
"C11","FILE_DOWNLOAD","U70",2024-12-01 17:01:03.000
"C45","UNAUTHORIZED_ACCESS","U94",2024-12-01 20:05:05.000
"C33","DATA_EXFILTRATION","U79",2024-12-01 04:43:29.000
"C17","LOGIN_FAILURE","U51",2024-12-01 22:16:49.000
"C6","FILE_DOWNLOAD","U53",2024-12-01 03:08:20.000
"C4","FILE_DOWNLOAD","U15",2024-12-01 02:23:37.000
"C20","MALWARE_ALERT","U50",2024-12-01 11:15:39.000
"C48","FILE_DOWNLOAD","U71",2024-12-01 14:29:47.000
"C47","FILE_DOWNLOAD","U75",2024-12-01 17:25:39.000
"C27","UNAUTHORIZED_ACCESS","U38",2024-12-01 19:08:23.000
"C15","LOGIN_FAILURE","U40",2024-12-01 14:57:23.000
"C6","LOGIN_FAILURE","U66",2024-12-01 14:54:25.000
"C47","FILE_DOWNLOAD","U39",2024-12-01 20:55:53.000
"C14","LOGIN_FAILURE","U74",2024-12-01 02:41:06.000
"C11","LOGIN_FAILURE","U17",2024-12-01 04:33:46.000
"C39","LOGIN_FAILURE","U7",2024-12-01 11:32:33.000
"C9","FILE_DOWNLOAD","U39",2024-12-01 23:23:12.000
"C26","DATA_EXFILTRATION","U68",2024-12-01 02:42:00.000
"C16","FILE_DOWNLOAD","U35",2024-12-01 16:22:59.000
"C5","FILE_DOWNLOAD","U51",2024-12-01 16:57:37.000
"C10","LOGIN_FAILURE","U47",2024-12-01 18:50:11.000
"C50","MALWARE_ALERT","U36",2024-12-01 12:32:36.000
"C3","MALWARE_ALERT","U64",2024-12-01 04:40:21.000
"C13","FILE_DOWNLOAD","U95",2024-12-01 20:04:20.000
"C43","LOGIN_FAILURE","U89",2024-12-01 23:17:39.000
"C49","LOGIN_FAILURE","U13",2024-12-01 21:24:02.000
"C30","LOGIN_FAILURE","U18",2024-12-01 06:37:30.000
"C45","FILE_DOWNLOAD","U21",2024-12-01 04:41:52.000
"C6","DATA_EXFILTRATION","U65",2024-12-01 15:45:04.000
"C17","DATA_EXFILTRATION","U100",2024-12-01 18:18:31.000
"C45","FILE_DOWNLOAD","U8",2024-12-01 02:01:03.000
"C19","MALWARE_ALERT","U48",2024-12-01 04:31:14.000
"C42","UNAUTHORIZED_ACCESS","U85",2024-12-01 18:51:48.000
"C35","LOGIN_FAILURE","U43",2024-12-01 05:34:16.000
"C46","LOGIN_FAILURE","U53",2024-12-01 11:04:22.000
"C26","UNAUTHORIZED_ACCESS","U85",2024-12-01 05:59:41.000
"C5","LOGIN_FAILURE","U27",2024-12-01 05:53:49.000
"C29","UNAUTHORIZED_ACCESS","U19",2024-12-01 11:44:51.000
"C37","UNAUTHORIZED_ACCESS","U23",2024-12-01 08:12:32.000
"C20","FILE_DOWNLOAD","U50",2024-12-01 12:35:53.000
"C49","DATA_EXFILTRATION","U51",2024-12-01 18:53:32.000
"C21","MALWARE_ALERT","U43",2024-12-01 10:20:30.000
"C10","FILE_DOWNLOAD","U99",2024-12-01 02:52:16.000
"C5","LOGIN_FAILURE","U51",2024-12-01 09:07:27.000
"C36","LOGIN_FAILURE","U69",2024-12-01 07:08:49.000
"C6","LOGIN_FAILURE","U41",2024-12-01 23:07:18.000
"C26","FILE_DOWNLOAD","U72",2024-12-01 20:03:19.000
"C4","LOGIN_FAILURE","U11",2024-12-01 09:59:32.000
"C39","LOGIN_FAILURE","U80",2024-12-01 04:33:26.000
"C39","LOGIN_FAILURE","U88",2024-12-01 22:45:22.000
"C50","MALWARE_ALERT","U85",2024-12-01 11:01:31.000
"C35","UNAUTHORIZED_ACCESS","U52",2024-12-01 22:22:14.000
"C1","UNAUTHORIZED_ACCESS","U23",2024-12-01 19:25:24.000
"C24","FILE_DOWNLOAD","U49",2024-12-01 03:24:05.000
"C36","DATA_EXFILTRATION","U38",2024-12-01 18:17:53.000
"C6","MALWARE_ALERT","U47",2024-12-01 23:20:15.000
"C41","FILE_DOWNLOAD","U72",2024-12-01 06:08:23.000
"C46","FILE_DOWNLOAD","U7",2024-12-01 21:32:49.000
"C44","LOGIN_FAILURE","U66",2024-12-01 21:08:26.000
"C31","UNAUTHORIZED_ACCESS","U94",2024-12-01 05:36:50.000
"C20","LOGIN_FAILURE","U77",2024-12-01 06:13:59.000
"C24","FILE_DOWNLOAD","U62",2024-12-01 23:59:01.000
"C25","FILE_DOWNLOAD","U87",2024-12-01 22:44:11.000
"C36","LOGIN_FAILURE","U29",2024-12-01 22:01:56.000
"C21","LOGIN_FAILURE","U38",2024-12-01 12:17:32.000
"C30","FILE_DOWNLOAD","U84",2024-12-01 20:31:14.000
"C24","LOGIN_FAILURE","U33",2024-12-01 01:29:59.000
"C44","MALWARE_ALERT","U29",2024-12-01 01:01:58.000
"C42","FILE_DOWNLOAD","U79",2024-12-01 02:57:26.000
"C30","FILE_DOWNLOAD","U23",2024-12-01 01:39:18.000
"C22","FILE_DOWNLOAD","U3",2024-12-01 23:21:16.000
"C28","FILE_DOWNLOAD","U93",2024-12-01 20:59:58.000
"C7","FILE_DOWNLOAD","U45",2024-12-01 09:38:08.000
"C35","FILE_DOWNLOAD","U8",2024-12-01 23:42:24.000
"C28","MALWARE_ALERT","U86",2024-12-01 07:40:31.000
"C14","MALWARE_ALERT","U29",2024-12-01 20:49:51.000
"C10","DATA_EXFILTRATION","U2",2024-12-01 15:10:02.000
"C16","LOGIN_FAILURE","U50",2024-12-01 22:30:16.000
"C16","FILE_DOWNLOAD","U65",2024-12-01 23:15:53.000
"C31","UNAUTHORIZED_ACCESS","U20",2024-12-01 01:06:09.000
"C42","LOGIN_FAILURE","U52",2024-12-01 18:07:58.000
"C25","LOGIN_FAILURE","U85",2024-12-01 22:50:03.000
"C13","FILE_DOWNLOAD","U37",2024-12-01 19:51:49.000
"C6","LOGIN_FAILURE","U72",2024-12-01 10:32:47.000
"C44","LOGIN_FAILURE","U27",2024-12-01 23:22:16.000
"C9","UNAUTHORIZED_ACCESS","U47",2024-12-01 10:59:56.000
"C45","FILE_DOWNLOAD","U99",2024-12-01 17:35:00.000
"C36","LOGIN_FAILURE","U6",2024-12-01 08:54:56.000
"C43","UNAUTHORIZED_ACCESS","U60",2024-12-01 14:47:07.000
"C20","UNAUTHORIZED_ACCESS","U45",2024-12-01 10:49:45.000
"C18","FILE_DOWNLOAD","U44",2024-12-01 16:30:46.000
"C43","LOGIN_FAILURE","U83",2024-12-01 02:39:24.000
"C21","DATA_EXFILTRATION","U18",2024-12-01 02:10:52.000
"C4","MALWARE_ALERT","U65",2024-12-01 05:45:19.000
"C50","FILE_DOWNLOAD","U25",2024-12-01 16:00:19.000
"C33","DATA_EXFILTRATION","U27",2024-12-01 15:07:56.000
"C27","FILE_DOWNLOAD","U7",2024-12-01 17:37:51.000
"C7","LOGIN_FAILURE","U44",2024-12-01 16:54:35.000
"C6","FILE_DOWNLOAD","U29",2024-12-01 07:25:41.000
"C15","LOGIN_FAILURE","U95",2024-12-01 12:23:09.000
"C18","MALWARE_ALERT","U44",2024-12-01 22:05:16.000
"C32","FILE_DOWNLOAD","U36",2024-12-01 05:13:50.000
"C11","LOGIN_FAILURE","U19",2024-12-01 11:22:50.000
"C20","FILE_DOWNLOAD","U6",2024-12-01 11:37:33.000
"C24","LOGIN_FAILURE","U25",2024-12-01 12:34:28.000
"C15","LOGIN_FAILURE","U31",2024-12-01 14:31:00.000
"C48","FILE_DOWNLOAD","U9",2024-12-01 04:45:39.000
"C7","LOGIN_FAILURE","U84",2024-12-01 13:29:27.000
"C21","MALWARE_ALERT","U74",2024-12-01 18:44:59.000
"C42","LOGIN_FAILURE","U37",2024-12-01 20:26:56.000
"C26","FILE_DOWNLOAD","U27",2024-12-01 03:51:57.000
"C44","DATA_EXFILTRATION","U13",2024-12-01 11:37:07.000
"C14","FILE_DOWNLOAD","U41",2024-12-01 08:48:05.000
"C37","FILE_DOWNLOAD","U66",2024-12-01 16:59:01.000
"C21","UNAUTHORIZED_ACCESS","U85",2024-12-01 04:27:39.000
"C18","LOGIN_FAILURE","U97",2024-12-01 09:44:18.000
"C5","LOGIN_FAILURE","U24",2024-12-01 16:22:09.000
"C3","FILE_DOWNLOAD","U44",2024-12-01 09:01:35.000
"C23","LOGIN_FAILURE","U98",2024-12-01 05:07:45.000
"C26","UNAUTHORIZED_ACCESS","U60",2024-12-01 03:31:29.000
"C37","LOGIN_FAILURE","U9",2024-12-01 01:50:32.000
"C24","MALWARE_ALERT","U2",2024-12-01 10:33:58.000
"C49","MALWARE_ALERT","U56",2024-12-01 13:59:11.000
"C19","LOGIN_FAILURE","U30",2024-12-01 22:24:18.000
"C25","FILE_DOWNLOAD","U22",2024-12-01 15:13:25.000
"C21","LOGIN_FAILURE","U75",2024-12-01 09:02:21.000
"C12","FILE_DOWNLOAD","U81",2024-12-01 05:48:52.000
"C41","LOGIN_FAILURE","U100",2024-12-01 11:55:17.000
"C33","UNAUTHORIZED_ACCESS","U13",2024-12-01 21:01:58.000
"C50","UNAUTHORIZED_ACCESS","U71",2024-12-01 11:23:08.000
"C4","LOGIN_FAILURE","U16",2024-12-01 06:54:41.000
"C42","LOGIN_FAILURE","U97",2024-12-01 05:48:05.000
"C7","MALWARE_ALERT","U45",2024-12-01 18:08:28.000
"C22","LOGIN_FAILURE","U65",2024-12-01 18:44:26.000
"C33","DATA_EXFILTRATION","U11",2024-12-01 16:59:46.000
"C17","FILE_DOWNLOAD","U70",2024-12-01 18:09:33.000
"C24","LOGIN_FAILURE","U20",2024-12-01 11:14:01.000
"C34","DATA_EXFILTRATION","U99",2024-12-01 18:06:31.000
"C28","FILE_DOWNLOAD","U63",2024-12-01 00:50:37.000
"C43","UNAUTHORIZED_ACCESS","U90",2024-12-01 03:16:42.000
"C41","UNAUTHORIZED_ACCESS","U12",2024-12-01 14:19:03.000
"C39","LOGIN_FAILURE","U62",2024-12-01 18:24:09.000
"C22","LOGIN_FAILURE","U94",2024-12-01 16:38:50.000
"C49","UNAUTHORIZED_ACCESS","U92",2024-12-01 08:45:52.000
"C17","UNAUTHORIZED_ACCESS","U91",2024-12-01 07:49:59.000
"C34","LOGIN_FAILURE","U42",2024-12-01 21:14:20.000
"C6","DATA_EXFILTRATION","U83",2024-12-01 12:50:54.000
"C46","FILE_DOWNLOAD","U69",2024-12-01 01:46:17.000
"C6","LOGIN_FAILURE","U58",2024-12-01 01:50:24.000
"C34","DATA_EXFILTRATION","U5",2024-12-01 10:14:37.000
"C1","LOGIN_FAILURE","U27",2024-12-01 18:01:06.000
"C10","UNAUTHORIZED_ACCESS","U28",2024-12-01 21:45:17.000
"C21","LOGIN_FAILURE","U26",2024-12-01 23:49:15.000
"C5","FILE_DOWNLOAD","U91",2024-12-01 17:08:00.000
"C2","LOGIN_FAILURE","U49",2024-12-01 10:24:13.000
"C22","FILE_DOWNLOAD","U21",2024-12-01 19:32:25.000
"C48","FILE_DOWNLOAD","U1",2024-12-01 00:17:51.000
"C2","LOGIN_FAILURE","U92",2024-12-01 03:54:49.000
"C10","FILE_DOWNLOAD","U58",2024-12-01 15:41:22.000
"C34","FILE_DOWNLOAD","U79",2024-12-01 04:52:35.000
"C16","LOGIN_FAILURE","U55",2024-12-01 09:37:44.000
"C48","DATA_EXFILTRATION","U81",2024-12-01 13:19:03.000
"C39","LOGIN_FAILURE","U26",2024-12-01 14:40:55.000
"C22","FILE_DOWNLOAD","U84",2024-12-01 13:19:24.000
"C12","FILE_DOWNLOAD","U25",2024-12-01 01:38:50.000
"C24","FILE_DOWNLOAD","U77",2024-12-01 14:35:05.000
"C47","LOGIN_FAILURE","U33",2024-12-01 01:51:45.000
"C40","FILE_DOWNLOAD","U89",2024-12-01 20:45:47.000
"C38","FILE_DOWNLOAD","U72",2024-12-01 20:27:18.000
"C10","MALWARE_ALERT","U69",2024-12-01 07:05:13.000
"C35","DATA_EXFILTRATION","U6",2024-12-01 13:11:56.000
"C49","FILE_DOWNLOAD","U23",2024-12-01 20:08:32.000
"C32","LOGIN_FAILURE","U30",2024-12-01 10:30:27.000
"C7","LOGIN_FAILURE","U78",2024-12-01 02:40:37.000
"C21","LOGIN_FAILURE","U54",2024-12-01 14:03:59.000
"C20","LOGIN_FAILURE","U87",2024-12-01 18:21:33.000
"C26","LOGIN_FAILURE","U11",2024-12-01 16:23:48.000
"C4","LOGIN_FAILURE","U31",2024-12-01 20:01:10.000
"C46","LOGIN_FAILURE","U6",2024-12-01 10:11:03.000
"C22","LOGIN_FAILURE","U11",2024-12-01 22:41:29.000
"C15","LOGIN_FAILURE","U77",2024-12-01 22:14:50.000
"C40","LOGIN_FAILURE","U12",2024-12-01 04:19:32.000
"C21","LOGIN_FAILURE","U66",2024-12-01 04:41:04.000
"C15","FILE_DOWNLOAD","U53",2024-12-01 03:31:12.000
"C22","FILE_DOWNLOAD","U99",2024-12-01 14:20:29.000
"C28","LOGIN_FAILURE","U36",2024-12-01 13:35:15.000
"C14","FILE_DOWNLOAD","U17",2024-12-01 12:20:44.000
"C27","LOGIN_FAILURE","U28",2024-12-01 20:18:36.000
"C41","LOGIN_FAILURE","U92",2024-12-01 13:18:40.000
"C40","LOGIN_FAILURE","U22",2024-12-01 05:15:09.000
"C28","FILE_DOWNLOAD","U7",2024-12-01 07:14:50.000
"C26","FILE_DOWNLOAD","U15",2024-12-01 21:56:06.000
"C49","LOGIN_FAILURE","U96",2024-12-01 18:32:11.000
"C2","LOGIN_FAILURE","U11",2024-12-01 14:36:50.000
"C25","DATA_EXFILTRATION","U24",2024-12-01 18:12:26.000
"C3","LOGIN_FAILURE","U67",2024-12-01 01:27:56.000
"C8","LOGIN_FAILURE","U30",2024-12-01 01:38:58.000
"C44","DATA_EXFILTRATION","U70",2024-12-01 01:25:00.000
"C33","DATA_EXFILTRATION","U66",2024-12-01 04:59:21.000
"C42","FILE_DOWNLOAD","U61",2024-12-01 12:07:32.000
"C35","FILE_DOWNLOAD","U78",2024-12-01 17:14:54.000
"C6","LOGIN_FAILURE","U41",2024-12-01 18:54:29.000
"C39","LOGIN_FAILURE","U82",2024-12-01 16:38:18.000
"C23","FILE_DOWNLOAD","U51",2024-12-01 05:25:21.000
"C25","LOGIN_FAILURE","U44",2024-12-01 22:04:23.000
"C50","FILE_DOWNLOAD","U95",2024-12-01 18:46:08.000
"C43","UNAUTHORIZED_ACCESS","U13",2024-12-01 05:05:21.000
"C19","UNAUTHORIZED_ACCESS","U90",2024-12-01 11:56:27.000
"C5","LOGIN_FAILURE","U12",2024-12-01 22:19:16.000
"C11","FILE_DOWNLOAD","U82",2024-12-01 11:35:50.000
"C12","FILE_DOWNLOAD","U9",2024-12-01 05:54:59.000
"C10","DATA_EXFILTRATION","U85",2024-12-01 14:18:25.000
"C8","LOGIN_FAILURE","U48",2024-12-01 22:26:45.000
"C24","LOGIN_FAILURE","U49",2024-12-01 10:53:41.000
"C28","LOGIN_FAILURE","U53",2024-12-01 21:37:00.000
"C41","LOGIN_FAILURE","U56",2024-12-01 12:14:49.000
"C36","LOGIN_FAILURE","U40",2024-12-01 18:28:14.000
"C37","MALWARE_ALERT","U24",2024-12-01 18:33:29.000
"C21","FILE_DOWNLOAD","U98",2024-12-01 19:22:54.000
"C8","LOGIN_FAILURE","U72",2024-12-01 17:50:05.000
"C9","FILE_DOWNLOAD","U33",2024-12-01 20:29:43.000
"C47","LOGIN_FAILURE","U23",2024-12-01 10:54:54.000
"C15","DATA_EXFILTRATION","U77",2024-12-01 17:17:25.000
"C48","UNAUTHORIZED_ACCESS","U54",2024-12-01 00:36:20.000
"C46","UNAUTHORIZED_ACCESS","U53",2024-12-01 13:24:41.000
"C40","DATA_EXFILTRATION","U49",2024-12-01 12:03:36.000
"C18","LOGIN_FAILURE","U78",2024-12-01 03:59:26.000
"C42","LOGIN_FAILURE","U78",2024-12-01 15:09:56.000
"C20","FILE_DOWNLOAD","U80",2024-12-01 21:15:07.000
"C6","UNAUTHORIZED_ACCESS","U49",2024-12-01 11:12:07.000
"C12","LOGIN_FAILURE","U60",2024-12-01 22:54:38.000
"C2","LOGIN_FAILURE","U90",2024-12-01 00:58:12.000
"C7","DATA_EXFILTRATION","U90",2024-12-01 21:43:58.000
"C16","LOGIN_FAILURE","U65",2024-12-01 17:16:45.000
"C3","FILE_DOWNLOAD","U32",2024-12-01 09:40:03.000
"C45","FILE_DOWNLOAD","U79",2024-12-01 23:52:09.000
"C3","LOGIN_FAILURE","U21",2024-12-01 21:03:41.000
"C27","LOGIN_FAILURE","U18",2024-12-01 21:01:51.000
"C50","MALWARE_ALERT","U94",2024-12-01 08:17:04.000
"C43","FILE_DOWNLOAD","U60",2024-12-01 01:52:11.000
"C40","UNAUTHORIZED_ACCESS","U13",2024-12-01 21:14:43.000
"C38","LOGIN_FAILURE","U24",2024-12-01 17:29:33.000
"C33","LOGIN_FAILURE","U30",2024-12-01 06:12:29.000
"C28","MALWARE_ALERT","U2",2024-12-01 19:05:12.000
"C1","FILE_DOWNLOAD","U83",2024-12-01 22:54:07.000
"C8","LOGIN_FAILURE","U25",2024-12-01 22:33:50.000
"C37","MALWARE_ALERT","U50",2024-12-01 13:50:32.000
"C32","LOGIN_FAILURE","U14",2024-12-01 05:22:49.000
"C48","LOGIN_FAILURE","U6",2024-12-01 08:49:05.000
"C43","LOGIN_FAILURE","U76",2024-12-01 01:08:58.000
"C37","LOGIN_FAILURE","U84",2024-12-01 20:50:47.000
"C4","FILE_DOWNLOAD","U87",2024-12-01 04:00:04.000
"C30","FILE_DOWNLOAD","U30",2024-12-01 06:56:46.000
"C6","MALWARE_ALERT","U30",2024-12-01 00:41:22.000
"C46","UNAUTHORIZED_ACCESS","U38",2024-12-01 16:03:27.000
"C19","LOGIN_FAILURE","U58",2024-12-01 11:25:16.000
"C32","LOGIN_FAILURE","U94",2024-12-01 15:14:50.000
"C9","LOGIN_FAILURE","U41",2024-12-01 05:30:48.000
"C12","LOGIN_FAILURE","U94",2024-12-01 15:02:07.000
"C11","FILE_DOWNLOAD","U57",2024-12-01 07:25:24.000
"C46","MALWARE_ALERT","U36",2024-12-01 14:56:28.000
"C16","MALWARE_ALERT","U64",2024-12-01 18:16:14.000
"C1","LOGIN_FAILURE","U98",2024-12-01 22:15:47.000
"C45","LOGIN_FAILURE","U16",2024-12-01 17:10:14.000
"C21","FILE_DOWNLOAD","U88",2024-12-01 02:16:03.000
"C30","LOGIN_FAILURE","U78",2024-12-01 05:01:38.000
"C13","FILE_DOWNLOAD","U90",2024-12-01 18:53:04.000
"C34","UNAUTHORIZED_ACCESS","U72",2024-12-01 07:32:56.000
"C4","LOGIN_FAILURE","U14",2024-12-01 20:25:16.000
"C28","MALWARE_ALERT","U31",2024-12-01 11:50:04.000
"C38","FILE_DOWNLOAD","U66",2024-12-01 17:25:01.000
"C31","LOGIN_FAILURE","U68",2024-12-01 19:07:55.000
"C27","FILE_DOWNLOAD","U65",2024-12-01 13:43:11.000
"C5","LOGIN_FAILURE","U55",2024-12-01 11:25:24.000
"C25","LOGIN_FAILURE","U84",2024-12-01 06:18:19.000
"C3","FILE_DOWNLOAD","U78",2024-12-01 16:44:09.000
"C33","DATA_EXFILTRATION","U40",2024-12-01 19:24:38.000
"C4","LOGIN_FAILURE","U25",2024-12-01 12:27:49.000
"C25","LOGIN_FAILURE","U25",2024-12-01 19:53:21.000
"C20","DATA_EXFILTRATION","U3",2024-12-01 12:53:57.000
"C34","DATA_EXFILTRATION","U69",2024-12-01 23:25:19.000
"C26","MALWARE_ALERT","U26",2024-12-01 09:37:30.000
"C5","LOGIN_FAILURE","U40",2024-12-01 22:12:43.000
"C35","UNAUTHORIZED_ACCESS","U38",2024-12-01 17:37:42.000
"C28","LOGIN_FAILURE","U38",2024-12-01 07:00:00.000
"C29","FILE_DOWNLOAD","U68",2024-12-01 08:58:31.000
"C9","LOGIN_FAILURE","U7",2024-12-01 10:09:29.000
"C38","FILE_DOWNLOAD","U94",2024-12-01 20:19:09.000
"C50","LOGIN_FAILURE","U30",2024-12-01 10:52:04.000
"C6","FILE_DOWNLOAD","U19",2024-12-01 08:11:13.000
"C19","LOGIN_FAILURE","U35",2024-12-01 10:50:08.000
"C44","LOGIN_FAILURE","U33",2024-12-01 10:31:20.000
"C11","FILE_DOWNLOAD","U33",2024-12-01 07:32:48.000
"C2","DATA_EXFILTRATION","U78",2024-12-01 17:48:14.000
"C47","UNAUTHORIZED_ACCESS","U38",2024-12-01 11:32:35.000
"C44","LOGIN_FAILURE","U10",2024-12-01 17:28:08.000
"C44","MALWARE_ALERT","U57",2024-12-01 12:41:58.000
"C9","FILE_DOWNLOAD","U28",2024-12-01 20:24:24.000
"C21","LOGIN_FAILURE","U78",2024-12-01 09:57:22.000
"C24","LOGIN_FAILURE","U100",2024-12-01 10:28:41.000
"C34","FILE_DOWNLOAD","U38",2024-12-01 04:26:14.000
"C22","UNAUTHORIZED_ACCESS","U16",2024-12-01 20:52:46.000
"C3","FILE_DOWNLOAD","U21",2024-12-01 19:46:37.000
"C12","FILE_DOWNLOAD","U92",2024-12-01 13:49:27.000
"C28","FILE_DOWNLOAD","U97",2024-12-01 14:21:52.000
"C30","LOGIN_FAILURE","U6",2024-12-01 12:33:57.000
"C26","MALWARE_ALERT","U41",2024-12-01 05:19:58.000
"C48","MALWARE_ALERT","U15",2024-12-01 10:34:30.000
"C21","LOGIN_FAILURE","U3",2024-12-01 01:31:53.000
"C28","DATA_EXFILTRATION","U43",2024-12-01 10:28:20.000
"C26","LOGIN_FAILURE","U47",2024-12-01 02:52:38.000
"C33","UNAUTHORIZED_ACCESS","U99",2024-12-01 12:36:38.000
"C21","LOGIN_FAILURE","U14",2024-12-01 16:06:23.000
"C35","LOGIN_FAILURE","U66",2024-12-01 23:52:59.000
"C34","LOGIN_FAILURE","U29",2024-12-01 09:20:12.000
"C41","FILE_DOWNLOAD","U4",2024-12-01 17:26:33.000
"C47","LOGIN_FAILURE","U26",2024-12-01 07:47:27.000
"C18","FILE_DOWNLOAD","U12",2024-12-01 07:21:25.000
"C11","FILE_DOWNLOAD","U2",2024-12-01 19:36:32.000
"C23","MALWARE_ALERT","U17",2024-12-01 09:52:17.000
"C48","LOGIN_FAILURE","U35",2024-12-01 20:27:44.000
"C22","FILE_DOWNLOAD","U10",2024-12-01 09:53:21.000
"C17","LOGIN_FAILURE","U86",2024-12-01 04:59:52.000
"C5","MALWARE_ALERT","U43",2024-12-01 03:58:36.000
"C44","LOGIN_FAILURE","U21",2024-12-01 22:24:58.000
"C11","UNAUTHORIZED_ACCESS","U15",2024-12-01 21:21:57.000
"C30","MALWARE_ALERT","U35",2024-12-01 08:42:43.000
"C15","FILE_DOWNLOAD","U85",2024-12-01 08:49:39.000
"C27","FILE_DOWNLOAD","U85",2024-12-01 01:50:53.000
"C35","LOGIN_FAILURE","U85",2024-12-01 19:20:04.000
"C33","LOGIN_FAILURE","U60",2024-12-01 08:12:59.000
"C20","DATA_EXFILTRATION","U44",2024-12-01 23:13:36.000
"C16","UNAUTHORIZED_ACCESS","U96",2024-12-01 08:28:38.000
"C34","LOGIN_FAILURE","U5",2024-12-01 01:54:40.000
"C2","FILE_DOWNLOAD","U73",2024-12-01 03:38:53.000
"C35","MALWARE_ALERT","U18",2024-12-01 15:02:52.000
"C40","FILE_DOWNLOAD","U21",2024-12-01 12:01:32.000
"C28","LOGIN_FAILURE","U72",2024-12-01 17:11:58.000
"C47","LOGIN_FAILURE","U98",2024-12-01 03:39:38.000
"C39","LOGIN_FAILURE","U74",2024-12-01 05:00:18.000
"C6","DATA_EXFILTRATION","U51",2024-12-01 00:11:19.000
"C9","FILE_DOWNLOAD","U41",2024-12-01 20:02:15.000
"C20","FILE_DOWNLOAD","U24",2024-12-01 05:45:01.000
"C1","UNAUTHORIZED_ACCESS","U24",2024-12-01 14:48:54.000
"C8","FILE_DOWNLOAD","U96",2024-12-01 23:46:15.000
"C23","DATA_EXFILTRATION","U97",2024-12-01 17:19:10.000
"C3","FILE_DOWNLOAD","U38",2024-12-01 17:23:00.000
"C4","LOGIN_FAILURE","U44",2024-12-01 23:41:07.000
"C25","UNAUTHORIZED_ACCESS","U57",2024-12-01 07:15:43.000
"C47","FILE_DOWNLOAD","U59",2024-12-01 10:27:29.000
"C38","LOGIN_FAILURE","U34",2024-12-01 11:41:36.000
"C15","LOGIN_FAILURE","U75",2024-12-01 10:23:29.000
"C21","LOGIN_FAILURE","U95",2024-12-01 23:30:59.000
"C35","FILE_DOWNLOAD","U82",2024-12-01 02:09:14.000
"C46","DATA_EXFILTRATION","U23",2024-12-01 03:15:25.000
"C14","UNAUTHORIZED_ACCESS","U86",2024-12-01 23:44:58.000
"C36","UNAUTHORIZED_ACCESS","U43",2024-12-01 20:54:12.000
"C12","LOGIN_FAILURE","U82",2024-12-01 08:27:17.000
"C17","LOGIN_FAILURE","U40",2024-12-01 19:29:03.000
"C39","LOGIN_FAILURE","U47",2024-12-01 01:21:28.000
"C9","DATA_EXFILTRATION","U41",2024-12-01 06:22:26.000
"C35","LOGIN_FAILURE","U47",2024-12-01 15:12:53.000
"C13","FILE_DOWNLOAD","U20",2024-12-01 06:24:00.000
"C15","MALWARE_ALERT","U77",2024-12-01 01:19:23.000
"C18","FILE_DOWNLOAD","U65",2024-12-01 14:27:14.000
"C33","LOGIN_FAILURE","U68",2024-12-01 18:02:10.000
"C6","UNAUTHORIZED_ACCESS","U24",2024-12-01 06:47:00.000
"C27","UNAUTHORIZED_ACCESS","U100",2024-12-01 10:32:21.000
"C23","LOGIN_FAILURE","U36",2024-12-01 01:21:50.000
"C27","FILE_DOWNLOAD","U45",2024-12-01 00:20:14.000
"C34","UNAUTHORIZED_ACCESS","U2",2024-12-01 10:51:50.000
"C46","LOGIN_FAILURE","U28",2024-12-01 20:40:43.000
"C38","FILE_DOWNLOAD","U26",2024-12-01 21:56:47.000
"C14","LOGIN_FAILURE","U23",2024-12-01 03:54:24.000
"C36","FILE_DOWNLOAD","U79",2024-12-01 12:11:54.000
"C8","LOGIN_FAILURE","U36",2024-12-01 10:21:38.000
"C35","FILE_DOWNLOAD","U91",2024-12-01 16:32:32.000
